AssemblyAccession	Taxid	LastMajorReleaseAccession	AssemblyName	Organism	SpeciesTaxid	SpeciesName	Synonym	superkingdom	phylum	class	order	family	genus	species
GCF_000230625.1	858893	GCF_000230625.1	Exop_derm_V1	Exophiala dermatitidis NIH/UT8656 (ascomycetes)	5970	Exophiala dermatitidis	GCA_000230625.1GCF_000230625.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala dermatitidis
GCF_001664035.1	869754	GCF_001664035.1	Metbi1	Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993 (budding yeasts)	27322	Metschnikowia bicuspidata	GCA_001664035.1GCF_001664035.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia bicuspidata
GCF_000187245.1	871575	GCF_000187245.1	Hansenula_2	Ogataea parapolymorpha DL-1 (budding yeasts)	1005962	Ogataea parapolymorpha	GCA_000187245.3GCF_000187245.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Ogataea parapolymorpha
GCF_000146465.1	876142	GCF_000146465.1	ASM14646v1	Encephalitozoon intestinalis ATCC 50506 (microsporidians)	58839	Encephalitozoon intestinalis	GCA_000146465.1GCF_000146465.1identical	Eukaryota	Microsporidia	NA	NA	Unikaryonidae	Encephalitozoon	Encephalitozoon intestinalis
GCF_001027345.1	879819	GCF_001027345.1	Triol1	Cutaneotrichosporon oleaginosum (basidiomycetes)	879819	Cutaneotrichosporon oleaginosum	GCA_001027345.1GCF_001027345.1identical	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon oleaginosum
GCF_000250985.1	881290	GCF_000250985.1	Nema_parisii_ERTm1_V3	Nematocida parisii ERTm1 (microsporidians)	586133	Nematocida parisii	GCA_000250985.1GCF_000250985.1identical	Eukaryota	Microsporidia	NA	NA	NA	Nematocida	Nematocida parisii
GCF_000277815.2	907965	GCF_000277815.2	ASM27781v3	Encephalitozoon hellem ATCC 50504 (microsporidians)	27973	Encephalitozoon hellem	GCA_000277815.3GCF_000277815.2identical	Eukaryota	Microsporidia	NA	NA	Unikaryonidae	Encephalitozoon	Encephalitozoon hellem
GCF_000836115.1	91928	GCF_000836115.1	Exop_spin_CBS89968_V1	Exophiala spinifera (ascomycetes)	91928	Exophiala spinifera	GCA_000836115.1GCF_000836115.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala spinifera
GCF_000523435.1	930089	GCF_000523435.1	Cochliobolus carbonum v1.0	Bipolaris zeicola 26-R-13 (ascomycetes)	5017	Bipolaris zeicola	GCA_000523435.1GCF_000523435.1identical	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris zeicola
GCF_000523455.1	930090	GCF_000523455.1	Cochliobolus miyabeanus v1.0	Bipolaris oryzae ATCC 44560 (ascomycetes)	101162	Bipolaris oryzae	GCA_000523455.1GCF_000523455.1identical	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris oryzae
GCF_000527765.1	930091	GCF_000527765.1	Cochliobolus victoriae v1.0	Bipolaris victoriae FI3 (ascomycetes)	40125	Bipolaris victoriae	GCA_000527765.1GCF_000527765.1identical	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris victoriae
GCF_000235365.1	931890	GCF_000235365.1	ASM23536v1	Eremothecium cymbalariae DBVPG#7215 (budding yeasts)	45285	Eremothecium cymbalariae	GCA_000235365.1GCF_000235365.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Eremothecium cymbalariae
GCF_000300575.1	936046	GCF_000300575.1	Agabi_varbisH97_2	Agaricus bisporus var. bisporus H97 (basidiomycetes)	5341	Agaricus bisporus	GCA_000300575.1GCF_000300575.1identical	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus bisporus
GCF_000192795.1	948595	GCF_000192795.1	Vavr_culi_floridensis_V1	Vavraia culicis subsp. floridensis (microsporidians)	103449	Vavraia culicis	GCA_000192795.1GCF_000192795.1identical	Eukaryota	Microsporidia	NA	NA	Pleistophoridae	Vavraia	Vavraia culicis
GCF_000225605.1	983644	GCF_000225605.1	CmilitarisCM01_v01	Cordyceps militaris CM01 (ascomycetes)	73501	Cordyceps militaris	GCA_000225605.1GCF_000225605.1identical	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps militaris
GCF_003025095.1	983964	GCF_003025095.1	Triha v1.0	Trichoderma harzianum CBS 226.95 (ascomycetes)	5544	Trichoderma harzianum	GCA_003025095.1GCF_003025095.1identical	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma harzianum
GCF_001661405.1	983966	GCF_001661405.1	Cybja1	Cyberlindnera jadinii NRRL Y-1542 (budding yeasts)	4903	Cyberlindnera jadinii	GCA_001661405.1GCF_001661405.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera jadinii
GCF_001661395.1	984485	GCF_001661395.1	Hypbu1	Hyphopichia burtonii NRRL Y-1933 (budding yeasts)	717740	Hyphopichia burtonii	GCA_001661395.1GCF_001661395.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Hyphopichia	Hyphopichia burtonii
GCF_001661335.1	984486	GCF_001661335.1	Babin1	Babjeviella inositovora NRRL Y-12698 (budding yeasts)	45609	Babjeviella inositovora	GCA_001661335.1GCF_001661335.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Babjeviella	Babjeviella inositovora
GCF_001661415.1	984487	GCF_001661415.1	Canta1	Suhomyces tanzawaensis NRRL Y-17324 (budding yeasts)	46583	Suhomyces tanzawaensis	GCA_001661415.1GCF_001661415.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Suhomyces	Suhomyces tanzawaensis
GCF_000230375.1	985895	GCF_000230375.1	ASM23037v1	Leptosphaeria maculans JN3 (blackleg of rapeseed fungus)	5022	Leptosphaeria maculans	GCA_000230375.1GCF_000230375.1identical	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	Leptosphaeria maculans
GCF_000231115.1	993615	GCF_000231115.1	Vitt_corn_V1	Vittaforma corneae ATCC 50505 (microsporidians)	42399	Vittaforma corneae	GCA_000231115.1GCF_000231115.1identical	Eukaryota	Microsporidia	NA	NA	Nosematidae	Vittaforma	Vittaforma corneae
