AssemblyAccession	Taxid	LastMajorReleaseAccession	AssemblyName	Organism	SpeciesTaxid	SpeciesName	Synonym	superkingdom	phylum	class	order	family	genus	species
GCF_002804205.1	74700	GCF_002804205.1	ASM280420v1	Entomoplasma freundtii (mycoplasmas)	74700	Entomoplasma freundtii	GCA_002804205.1GCF_002804205.1identical	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmataceae	Entomoplasma	Entomoplasma freundtii
GCF_000212395.1	747365	GCF_000212395.1	ASM21239v1	Thermodesulfobium narugense DSM 14796 (firmicutes)	184064	Thermodesulfobium narugense	GCA_000212395.1GCF_000212395.1identical	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Thermodesulfobium	Thermodesulfobium narugense
GCF_000349945.1	748247	GCF_000349945.1	ASM34994v1	Azoarcus sp. KH32C (b-proteobacteria)	748247	Azoarcus sp. KH32C	GCA_000349945.1GCF_000349945.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Azoarcus	Azoarcus sp. KH32C
GCF_000283535.1	748280	GCF_000283535.1	ASM28353v1	Pseudogulbenkiania sp. NH8B (b-proteobacteria)	748280	Pseudogulbenkiania sp. NH8B	GCA_000283535.1GCF_000283535.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Pseudogulbenkiania	Pseudogulbenkiania sp. NH8B
GCF_000328625.1	748449	GCF_000328625.1	ASM32862v1	Halobacteroides halobius DSM 5150 (firmicutes)	42422	Halobacteroides halobius	GCA_000328625.1GCF_000328625.1identical	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Halobacteroides	Halobacteroides halobius
GCF_000834945.1	748672	GCF_000834945.1	ASM83494v1	Yersinia pseudotuberculosis str. PA3606 (enterobacteria)	633	Yersinia pseudotuberculosis	GCA_000834945.1GCF_000834945.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pseudotuberculosis
GCF_000834925.1	748678	GCF_000834925.1	ASM83492v1	Yersinia pestis str. Pestoides B (enterobacteria)	632	Yersinia pestis	GCA_000834925.1GCF_000834925.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis
GCF_000143685.1	748727	GCF_000143685.1	ASM14368v1	Clostridium ljungdahlii DSM 13528 (firmicutes)	1538	Clostridium ljungdahlii	GCA_000143685.1GCF_000143685.1identical	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium ljungdahlii
GCF_900637275.1	749	GCF_900637275.1	50465_C02	[Pasteurella] aerogenes (g-proteobacteria)	749	[Pasteurella] aerogenes	GCA_900637275.1GCF_900637275.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	NA	[Pasteurella] aerogenes
GCF_000186245.1	749222	GCF_000186245.1	ASM18624v1	Nitratifractor salsuginis DSM 16511 (e-proteobacteria)	269261	Nitratifractor salsuginis	GCA_000186245.1GCF_000186245.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	NA	Nitratifractor	Nitratifractor salsuginis
GCF_000092385.1	749414	GCF_000092385.1	ASM9238v1	Streptomyces bingchenggensis BCW-1 (high GC Gram+)	379067	Streptomyces bingchenggensis	GCA_000092385.1GCF_000092385.1identical	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bingchenggensis
GCF_000196835.1	749927	GCF_000196835.1	ASM19683v1	Amycolatopsis mediterranei U32 (high GC Gram+)	33910	Amycolatopsis mediterranei	GCA_000196835.1GCF_000196835.1identical	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis mediterranei
GCF_003073495.1	749965	GCF_003073495.1	ASM307349v1	Salmonella enterica subsp. enterica serovar Senftenberg str. 361154004 (enterobacteria)	28901	Salmonella enterica	GCA_003073495.1GCF_003073495.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_002902945.1	75105	GCF_002902945.1	ASM290294v1	Paraburkholderia caribensis (b-proteobacteria)	75105	Paraburkholderia caribensis	GCA_002902945.1GCF_002902945.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia caribensis
GCF_001449005.1	75105	GCF_001449005.1	ASM144900v1	Paraburkholderia caribensis (b-proteobacteria)	75105	Paraburkholderia caribensis	GCA_001449005.1GCF_001449005.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia caribensis
GCF_001611015.1	75105	GCF_001611015.1	ASM161101v1	Paraburkholderia caribensis (b-proteobacteria)	75105	Paraburkholderia caribensis	GCA_001611015.1GCF_001611015.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia caribensis
GCF_000309885.1	751945	GCF_000309885.1	ASM30988v1	Thermus oshimai JL-2 (bacteria)	56957	Thermus oshimai	GCA_000309885.1GCF_000309885.1identical	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus oshimai
GCF_001983975.1	75293	GCF_001983975.1	ASM198397v1	Streptomyces autolyticus (high GC Gram+)	75293	Streptomyces autolyticus	GCA_001983975.1GCF_001983975.1identical	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces autolyticus
GCF_000092605.1	75379	GCF_000092605.1	ASM9260v1	Thiomonas intermedia K12 (b-proteobacteria)	926	Thiomonas intermedia	GCA_000092605.1GCF_000092605.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Thiomonas	Thiomonas intermedia
GCF_900289045.1	75385	GCF_900289045.1	MPGL2	Micropruina glycogenica (high GC Gram+)	75385	Micropruina glycogenica	GCA_900289045.1GCF_900289045.1identical	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Micropruina	Micropruina glycogenica
GCF_900186835.1	754	GCF_900186835.1	49950_F01	Pasteurella dagmatis (g-proteobacteria)	754	Pasteurella dagmatis	GCA_900186835.1GCF_900186835.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella dagmatis
GCF_000230995.2	754035	GCF_000230995.2	ASM23099v3	Mesorhizobium australicum WSM2073 (a-proteobacteria)	536018	Mesorhizobium australicum	GCA_000230995.3GCF_000230995.2identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium australicum
GCF_000091725.1	754252	GCF_000091725.1	ASM9172v1	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1 (high GC Gram+)	1744	Propionibacterium freudenreichii	GCA_000091725.1GCF_000091725.1identical	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium freudenreichii
GCF_001460855.1	754345	GCF_001460855.1	MIDG2331	Actinobacillus pleuropneumoniae serovar 8 (g-proteobacteria)	715	Actinobacillus pleuropneumoniae	GCA_001460855.1GCF_001460855.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus pleuropneumoniae
GCF_000828715.1	754409	GCF_000828715.1	ASM82871v1	Winogradskyella sp. PG-2 (CFB group bacteria)	754409	Winogradskyella sp. PG-2	GCA_000828715.1GCF_000828715.1identical	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp. PG-2
GCF_000260985.4	754476	GCF_000260985.4	ASM26098v3	Methylophaga nitratireducenticrescens (g-proteobacteria)	754476	Methylophaga nitratireducenticrescens	GCA_000260985.3GCF_000260985.4identical	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	Methylophaga nitratireducenticrescens
GCF_000260965.1	754477	GCF_000260965.1	ASM26096v1	Methylophaga frappieri (g-proteobacteria)	754477	Methylophaga frappieri	GCA_000260965.1GCF_000260965.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	Methylophaga frappieri
GCF_001865575.1	754502	GCF_001865575.1	ASM186557v1	Paraburkholderia sprentiae WSM5005 (b-proteobacteria)	948107	Paraburkholderia sprentiae	GCA_001865575.1GCF_001865575.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sprentiae
GCF_000427215.1	754503	GCF_000427215.1	ASM42721v1	Mycoplasma hyopneumoniae 7422 (mycoplasmas)	2099	Mycoplasma hyopneumoniae	GCA_000427215.1GCF_000427215.1identical	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma hyopneumoniae
GCF_000517605.1	754523	GCF_000517605.1	ASM51760v1	Rhizobium leguminosarum bv. trifolii WSM1689 (a-proteobacteria)	384	Rhizobium leguminosarum	GCA_000517605.1GCF_000517605.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum
GCF_000317675.1	755178	GCF_000317675.1	ASM31767v1	Cyanobacterium aponinum PCC 10605 (cyanobacteria)	379064	Cyanobacterium aponinum	GCA_000317675.1GCF_000317675.1identical	Bacteria	Cyanobacteria	NA	Chroococcales	Cyanobacteriaceae	Cyanobacterium	Cyanobacterium aponinum
GCF_000244875.1	755731	GCF_000244875.1	ASM24487v1	Clostridium sp. BNL1100 (firmicutes)	755731	Clostridium sp. BNL1100	GCA_000244875.1GCF_000244875.1identical	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. BNL1100
GCF_000194605.1	755732	GCF_000194605.1	ASM19460v1	Fluviicola taffensis DSM 16823 (CFB group bacteria)	191579	Fluviicola taffensis	GCA_000194605.1GCF_000194605.1identical	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola taffensis
GCF_003952245.1	75588	GCF_003952245.1	ASM395224v1	Pseudomonas libanensis (g-proteobacteria)	75588	Pseudomonas libanensis	GCA_003952245.1GCF_003952245.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas libanensis
GCF_000165715.2	756272	GCF_000165715.2	ASM16571v3	Rubinisphaera brasiliensis DSM 5305 (planctomycetes)	119	Rubinisphaera brasiliensis	GCA_000165715.3GCF_000165715.2identical	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Rubinisphaera brasiliensis
GCF_000243155.2	756499	GCF_000243155.2	ASM24315v3	Desulfitobacterium dehalogenans ATCC 51507 (firmicutes)	36854	Desulfitobacterium dehalogenans	GCA_000243155.3GCF_000243155.2identical	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium dehalogenans
GCF_000800825.1	756828	GCF_000800825.1	ASM80082v1	Bacillus sp. WP8 (firmicutes)	756828	Bacillus sp. WP8	GCA_000800825.1GCF_000800825.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. WP8
GCF_002953575.2	756892	GCF_002953575.2	ASM295357v2	Acinetobacter indicus (g-proteobacteria)	756892	Acinetobacter indicus	GCA_002953575.2GCF_002953575.2identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter indicus
GCF_000143225.1	757424	GCF_000143225.1	ASM14322v1	Herbaspirillum seropedicae SmR1 (b-proteobacteria)	964	Herbaspirillum seropedicae	GCA_000143225.1GCF_000143225.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum seropedicae
GCF_000092345.1	758678	GCF_000092345.1	ASM9234v1	Clostridium botulinum F str. 230613 (firmicutes)	1491	Clostridium botulinum	GCA_000092345.1GCF_000092345.1identical	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum
GCF_000402035.1	758793	GCF_000402035.1	ASM40203v1	Burkholderia insecticola (b-proteobacteria)	758793	Burkholderia insecticola	GCA_000402035.1GCF_000402035.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia insecticola
GCF_000828875.1	758796	GCF_000828875.1	ASM82887v1	Burkholderia sp. RPE67 (b-proteobacteria)	758796	Burkholderia sp. RPE67	GCA_000828875.1GCF_000828875.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. RPE67
GCF_000831565.1	758831	GCF_000831565.1	ASM83156v1	Escherichia coli ECC-1470 (E. coli)	562	Escherichia coli	GCA_000831565.1GCF_000831565.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
GCF_000313175.2	758847	GCF_000313175.2	ASM31317v2	Leptospira santarosai serovar Shermani str. LT 821 (bacteria)	28183	Leptospira santarosai	GCA_000313175.2GCF_000313175.2identical	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira santarosai
GCF_000512735.1	75906	GCF_000512735.1	ASM51273v1	Thermocrinis ruber (aquificales)	75906	Thermocrinis ruber	GCA_000512735.1GCF_000512735.1identical	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis ruber
GCF_000092325.1	759350	GCF_000092325.1	ASM9232v1	Bifidobacterium longum subsp. longum JDM301 (high GC Gram+)	216816	Bifidobacterium longum	GCA_000092325.1GCF_000092325.1identical	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
GCF_000223375.1	759362	GCF_000223375.1	ASM22337v1	Ketogulonicigenium vulgare WSH-001 (a-proteobacteria)	92945	Ketogulonicigenium vulgare	GCA_000223375.1GCF_000223375.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ketogulonicigenium	Ketogulonicigenium vulgare
GCF_000092485.1	759363	GCF_000092485.1	ASM9248v1	Chlamydia trachomatis D-EC (chlamydias)	813	Chlamydia trachomatis	GCA_000092485.1GCF_000092485.1identical	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis
GCF_000093005.1	759364	GCF_000093005.1	ASM9300v1	Chlamydia trachomatis D-LC (chlamydias)	813	Chlamydia trachomatis	GCA_000093005.1GCF_000093005.1identical	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis
GCF_000732905.1	759620	GCF_000732905.1	ASM73290v1	Weissella ceti (firmicutes)	759620	Weissella ceti	GCA_000732905.1GCF_000732905.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella ceti
GCF_000750515.1	759620	GCF_000750515.1	ASM75051v1	Weissella ceti (firmicutes)	759620	Weissella ceti	GCA_000750515.1GCF_000750515.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella ceti
GCF_000750535.1	759620	GCF_000750535.1	ASM75053v1	Weissella ceti (firmicutes)	759620	Weissella ceti	GCA_000750535.1GCF_000750535.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella ceti
GCF_900638155.1	75985	GCF_900638155.1	56527_B01	Mannheimia haemolytica (g-proteobacteria)	75985	Mannheimia haemolytica	GCA_900638155.1GCF_900638155.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica
GCF_002285575.1	75985	GCF_002285575.1	ASM228557v1	Mannheimia haemolytica (g-proteobacteria)	75985	Mannheimia haemolytica	GCA_002285575.1GCF_002285575.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica
GCF_002285595.1	75985	GCF_002285595.1	ASM228559v1	Mannheimia haemolytica (g-proteobacteria)	75985	Mannheimia haemolytica	GCA_002285595.1GCF_002285595.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica
GCF_002285615.1	75985	GCF_002285615.1	ASM228561v1	Mannheimia haemolytica (g-proteobacteria)	75985	Mannheimia haemolytica	GCA_002285615.1GCF_002285615.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica
GCF_000963635.1	75985	GCF_000963635.1	ASM96363v1	Mannheimia haemolytica (g-proteobacteria)	75985	Mannheimia haemolytica	GCA_000963635.1GCF_000963635.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica
GCF_900474405.1	75985	GCF_900474405.1	38109_G02	Mannheimia haemolytica (g-proteobacteria)	75985	Mannheimia haemolytica	GCA_900474405.1GCF_900474405.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica
GCF_000963675.1	75985	GCF_000963675.1	ASM96367v1	Mannheimia haemolytica (g-proteobacteria)	75985	Mannheimia haemolytica	GCA_000963675.1GCF_000963675.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica
GCF_002285815.1	75985	GCF_002285815.1	ASM228581v1	Mannheimia haemolytica (g-proteobacteria)	75985	Mannheimia haemolytica	GCA_002285815.1GCF_002285815.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica
GCF_000317855.1	759913	GCF_000317855.1	ASM31785v1	Streptococcus dysgalactiae subsp. equisimilis AC-2713 (firmicutes)	1334	Streptococcus dysgalactiae	GCA_000317855.1GCF_000317855.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus dysgalactiae
GCF_000143725.1	759914	GCF_000143725.1	ASM14372v1	Brachyspira pilosicoli 95/1000 (bacteria)	52584	Brachyspira pilosicoli	GCA_000143725.1GCF_000143725.1identical	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira pilosicoli
GCF_000208385.1	760011	GCF_000208385.1	ASM20838v1	Sphaerochaeta coccoides DSM 17374 (spirochetes)	273376	Sphaerochaeta coccoides	GCA_000208385.1GCF_000208385.1identical	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta coccoides
GCF_000194135.1	760142	GCF_000194135.1	ASM19413v1	Hippea maritima DSM 10411 (d-proteobacteria)	84405	Hippea maritima	GCA_000194135.1GCF_000194135.1identical	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Hippea	Hippea maritima
GCF_000265295.1	760154	GCF_000265295.1	ASM26529v1	Sulfurospirillum barnesii SES-3 (e-proteobacteria)	44674	Sulfurospirillum barnesii	GCA_000265295.1GCF_000265295.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Sulfurospirillum barnesii
GCF_000212735.1	760192	GCF_000212735.1	ASM21273v1	Haliscomenobacter hydrossis DSM 1100 (CFB group bacteria)	2350	Haliscomenobacter hydrossis	GCA_000212735.1GCF_000212735.1identical	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Haliscomenobacteraceae	Haliscomenobacter	Haliscomenobacter hydrossis
GCF_000164675.2	760570	GCF_000164675.2	ASM16467v2	Streptococcus parasanguinis ATCC 15912 (firmicutes)	1318	Streptococcus parasanguinis	GCA_000164675.2GCF_000164675.2identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis
GCF_000025965.1	76114	GCF_000025965.1	ASM2596v1	Aromatoleum aromaticum EbN1 (b-proteobacteria)	551760	Aromatoleum aromaticum	GCA_000025965.1GCF_000025965.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Aromatoleum	Aromatoleum aromaticum
GCF_001444445.1	76123	GCF_001444445.1	ASM144444v1	Prevotella enoeca (CFB group bacteria)	76123	Prevotella enoeca	GCA_001444445.1GCF_001444445.1identical	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella enoeca
GCF_000090405.2	761659	GCF_000090405.2	ASM9040v2	Salinibacter ruber M8 (CFB group bacteria)	146919	Salinibacter ruber	GCA_000090405.1GCF_000090405.2identical	Bacteria	Bacteroidetes	NA	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Salinibacter	Salinibacter ruber
GCF_900635775.1	762	GCF_900635775.1	33763_C01	Avibacterium volantium (g-proteobacteria)	762	Avibacterium volantium	GCA_900635775.1GCF_900635775.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Avibacterium	Avibacterium volantium
GCF_000092505.1	762051	GCF_000092505.1	ASM9250v1	Leuconostoc kimchii IMSNU 11154 (firmicutes)	136609	Leuconostoc kimchii	GCA_000092505.1GCF_000092505.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc kimchii
GCF_000165835.1	762376	GCF_000165835.1	ASM16583v1	Achromobacter xylosoxidans A8 (b-proteobacteria)	85698	Achromobacter xylosoxidans	GCA_000165835.1GCF_000165835.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter xylosoxidans
GCF_000224745.1	762570	GCF_000224745.1	ASM22474v1	Rhodothermus marinus SG0.5JP17-172 (CFB group bacteria)	29549	Rhodothermus marinus	GCA_000224745.1GCF_000224745.1identical	Bacteria	Bacteroidetes	NA	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Rhodothermus	Rhodothermus marinus
GCF_002218045.2	76258	GCF_002218045.2	ASM221804v2	Vibrio rumoiensis (g-proteobacteria)	76258	Vibrio rumoiensis	GCA_002218045.2GCF_002218045.2identical	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio rumoiensis
GCF_000214845.1	762633	GCF_000214845.1	ASM21484v1	Thermus thermophilus SG0.5JP17-16 (bacteria)	274	Thermus thermophilus	GCA_000214845.1GCF_000214845.1identical	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus thermophilus
GCF_000190735.1	762903	GCF_000190735.1	ASM19073v2	Pseudopedobacter saltans DSM 12145 (CFB group bacteria)	151895	Pseudopedobacter saltans	GCA_000190735.2GCF_000190735.1identical	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pseudopedobacter	Pseudopedobacter saltans
GCF_000164695.2	762948	GCF_000164695.2	ASM16469v2	Rothia dentocariosa ATCC 17931 (high GC Gram+)	2047	Rothia dentocariosa	GCA_000164695.2GCF_000164695.2identical	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia dentocariosa
GCF_900683745.1	762982	GCF_900683745.1	Paraprevotella xylaniphila 82A6	Paraprevotella xylaniphila YIT 11841 (CFB group bacteria)	454155	Paraprevotella xylaniphila	GCA_900683745.1GCF_900683745.1identical	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Paraprevotella xylaniphila
GCF_000185905.1	765698	GCF_000185905.1	ASM18590v1	Mesorhizobium ciceri biovar biserrulae WSM1271 (a-proteobacteria)	39645	Mesorhizobium ciceri	GCA_000185905.1GCF_000185905.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium ciceri
GCF_000525675.1	765869	GCF_000525675.1	ASM52567v1	Bdellovibrio bacteriovorus W (proteobacteria)	959	Bdellovibrio bacteriovorus	GCA_000525675.1GCF_000525675.1identical	Bacteria	Proteobacteria	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus
GCF_000143705.1	765874	GCF_000143705.1	ASM14370v1	Corynebacterium pseudotuberculosis FRC41 (high GC Gram+)	1719	Corynebacterium pseudotuberculosis	GCA_000143705.1GCF_000143705.1identical	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis
GCF_000224005.2	765910	GCF_000224005.2	ASM22400v3	Marichromatium purpuratum 984 (g-proteobacteria)	37487	Marichromatium purpuratum	GCA_000224005.3GCF_000224005.2identical	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
GCF_000227745.2	765911	GCF_000227745.2	ASM22774v3	Thiocystis violascens DSM 198 (g-proteobacteria)	73141	Thiocystis violascens	GCA_000227745.3GCF_000227745.2identical	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocystis	Thiocystis violascens
GCF_000327045.1	765912	GCF_000327045.1	ASM32704v1	Thioflavicoccus mobilis 8321 (g-proteobacteria)	80679	Thioflavicoccus mobilis	GCA_000327045.1GCF_000327045.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioflavicoccus	Thioflavicoccus mobilis
GCF_000253035.1	765952	GCF_000253035.1	ASM25303v1	Parachlamydia acanthamoebae UV-7 (bacteria)	83552	Parachlamydia acanthamoebae	GCA_000253035.1GCF_000253035.1identical	Bacteria	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia acanthamoebae
GCF_000148855.1	765962	GCF_000148855.1	ASM14885v1	Helicobacter pylori SJM180 (e-proteobacteria)	210	Helicobacter pylori	GCA_000148855.1GCF_000148855.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori
GCF_000148875.1	765963	GCF_000148875.1	ASM14887v1	Helicobacter pylori PeCan4 (e-proteobacteria)	210	Helicobacter pylori	GCA_000148875.1GCF_000148875.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori
GCF_000148895.1	765964	GCF_000148895.1	ASM14889v1	Helicobacter pylori Cuz20 (e-proteobacteria)	210	Helicobacter pylori	GCA_000148895.1GCF_000148895.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori
GCF_900660635.1	76629	GCF_900660635.1	56793_F01-3	Mycoplasma gallopavonis (mycoplasmas)	76629	Mycoplasma gallopavonis	GCA_900660635.1GCF_900660635.1identical	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma gallopavonis
